File,Procurement Instrument Identifier,Modification Number,Referenced PIID,Transaction Number,Solicitation Identifier,Agency Identifier,Referenced IDV Modification Number,Referenced IDV Agency Identifier,Date Signed,Effective Date,Current Completion Date,Ultimate Completion Date,IDV Last Date to Order,Date/Time Stamp Accepted,Base And All Options Value,Base And Exercised Options Value,Action Obligation,Total Action Obligation,Total Base And Exercised Options Value,Contracting Office Agency Name,Contracting Office Code,Program/Funding Agency Code,Program/Funding Office Code,Foreign Funding,Source UserID,Web Site URL,Who Can Use,Maximum Order Limit,Fee for Use of Service,Fixed Fee Value,Fee Range Lower Value,Fee Range Upper Value,Ordering Procedure,Fee Paid for Use of IDV,Type of Contract,Undefinitized Action,Multi Year Contract,Type of IDC,Major Program,"Contingency, Humanitarian, or Peacekeeping Operation",Cost or Pricing Data,Contract Financing,Cost Accounting Standards Clause,Purchase Card as Payment Method,Program Acronym,Number of Actions,National Interest Action,Product/Service Code,Product/Service Description,"Program, System, or Equipment Code",DoD Claimant Program Code,Information Technology Commercial Item Category,DUNS Number,Contractor Name,Principal Place of Performance State,Principal Place of Performance Location,Principal Place of Performance Country,Principal Place of Performance Name,Country of Product or Service Origin,Congressional District - Contractor,Congressional District - Place of Performance,Place of Manufacture,Place Of Performance Zip Code,Place Of Performance Zip Code Extension
fpds_content_465.html,75P00123P00067,P00005,,0,75P00123R00025,7570,,,2024-12-27,2023-06-20,2025-07-19,2026-01-19,2023-04-18,2025-01-08 15:32:02,0.0,849725.0,849725.0,3726500.0,3726500.0,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),75P001,7570,75P001,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20009,1789
fpds_content_54.html,12318723F0416,P00005,,0,,12C2,P00009,12C2,2025-01-30,2023-07-06,2024-06-11,2025-03-31,,2025-01-30 16:08:37,-14050.75,-14050.75,-14050.75,106900.0,106900.0,FOREST SERVICE,123187,12C2,123187,,,,,0,,0.0,0.0,0.0,,0,,,,,"INTERNATIONAL ORGANIZATIONAL DEVELOPMENT, FACILITATION AND TRAINING",,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,DC,,USA,WASHINGTON,USA,,,,20090,8521
fpds_content_1012.html,72061124N00001,P00002,,0,,7200,PA0002,4732,2024-09-25,2024-05-15,2029-05-14,2029-05-14,2023-12-07,2024-09-25 10:17:21,0.0,0.0,2010677.33,4510746.33,41501749.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720611,7200,720611,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,,,ZMB,ZAMBIA,ZMB,,,,,
fpds_content_259.html,91990023F0303,P00003,,0,,9100,0,9100,2025-02-11,2022-12-15,2025-02-10,2025-02-10,2022-09-29,2025-02-11 15:00:41,-358849.4,0.0,0.0,1180677.23,1180677.23,"EDUCATION, DEPARTMENT OF",919900,9100,910039,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20007,3835
fpds_content_609.html,693JK422P800003,P00005,,0,,6901,,,2024-12-19,2022-03-31,2027-09-30,2027-09-30,2022-03-21,2024-12-20 06:47:16,500000.0,500000.0,500000.0,1788319.92,1788319.92,OFFICE OF THE SECRETARY,693JK4,6901,693JK6,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R605,SUPPORT- ADMINISTRATIVE: LIBRARY,,,,,,DC,,USA,WASHINGTON,USA,,,,20590,0001
fpds_content_824.html,47QPCA24F0061,P00003,,0,47QPCA24Q0067,4732,P00006,4732,2024-10-16,2024-08-28,2025-09-14,2027-03-14,2024-07-23,2024-10-16 11:05:47,0.0,0.0,0.0,226993.53,305667.1,FEDERAL ACQUISITION SERVICE,47QPCA,4732,47QPCE,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,DC,,USA,WASHINGTON,USA,,,,20036,2603
fpds_content_127.html,1305M422FNAAA0114,P23001,,0,,1330,0,1330,2023-09-01,2022-09-26,2024-09-25,2027-09-25,2022-08-17,2023-09-01 07:15:00,0.0,210582.9,210582.9,421165.8,421165.8,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M4,1330,1333BU,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R799,SUPPORT- MANAGEMENT: OTHER,,,,,,MD,,USA,SILVER SPRING,USA,,,,20910,1022
fpds_content_577.html,19AQMM22F7703,P00005,,0,,1900,0,1900,2025-02-05,2022-09-23,2025-03-31,2025-03-31,,2025-02-05 17:31:51,0.0,0.0,0.0,2513783.34,2513783.48,"STATE, DEPARTMENT OF",19AQMM,1900,19XPRM,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,VA,,USA,ARLINGTON,USA,,,,22209,1742
fpds_content_598.html,693JJ420F000017,P00007,,0,693JJ420Q000005,6953,PA0003ADDRESSCHG,4732,2024-06-12,2020-07-10,2025-06-29,2025-09-29,2020-06-05,2024-06-12 15:41:24,4.8,1276295.2,1276295.2,5126410.7,5126410.7,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,693JJ4,6953,693JJ4,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,,,,,,DC,,USA,WASHINGTON,USA,,,,20590,0001
fpds_content_432.html,75D30120A07341,0,,,,7523,,,2020-02-28,2020-03-03,,,,2020-02-28 14:05:08,0.0,0.0,0.0,0.0,0.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,http://www.icf.com/,,0,,,,,,0,,,,,,,,,,,NA,,,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,,,,,,,,,,,,,,,
fpds_content_961.html,7200AA24M00008,0,,0,,7200,P00010,3600,2024-03-01,2024-03-01,2025-02-28,2025-02-28,,2024-03-14 12:22:56,39197.84,39197.84,39197.84,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,7200,72000M,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",,,,,,MI,,USA,PORTAGE,USA,,,,49002,5826
fpds_content_1045.html,7200AA22C00059,P00020,,0,7200AA22R00113,7200,,,2024-11-20,2022-09-21,2025-09-29,2025-09-29,2022-08-30,2024-11-20 16:45:36,-971588.15,-971588.15,21524.42,17768476.02,24977316.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,7200,7200AA,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,DC,,USA,WASHINGTON,USA,,,,20523,0001
fpds_content_1100.html,7200AA24M00018,0,,0,,7200,PA0033,4732,2024-09-30,2024-09-18,2029-09-30,2029-09-30,2024-06-13,2024-11-12 14:03:44,3150000.0,3150000.0,3150000.0,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,7200,720267,,,,,0,,0.0,0.0,0.0,,0,,,,,PLR/LER NEW RESEARCH AND ANALYTICS FOR DEVELOPMENT MECHANISM,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20223,0005
fpds_content_279.html,89703022PAR000029,P00004,,0,89703022NAR000020,8900,,,2025-02-05,2022-09-09,2025-02-05,2025-02-05,2022-08-08,2025-02-05 17:31:21,0.0,0.0,0.0,112980.6,112980.6,"ENERGY, DEPARTMENT OF",897030,8900,897002,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,VA,,USA,ARLINGTON,USA,,,,22209,3927
fpds_content_783.html,47QTCB23P0002,PM0004,,0,47QTCB23Q0010,4732,,,2025-02-05,2023-09-30,2025-09-29,2025-09-29,2023-07-31,2025-02-05 15:16:08,0.0,0.0,0.0,159480.0,159480.0,FEDERAL ACQUISITION SERVICE,47QTCB,4732,47QTCQ,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,,,,,,DC,,USA,WASHINGTON,USA,,,,20405,0001
fpds_content_629.html,693JJ322F00248N,P00002,,0,,6925,PA0046,4730,2024-02-13,2022-08-19,2024-08-18,2026-08-18,,2024-02-13 14:46:17,57000.0,57000.0,57000.0,171000.0,171000.0,FEDERAL HIGHWAY ADMINISTRATION,693JJ3,6925,693JH2,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,,,,,,DC,,USA,WASHINGTON,USA,,,,20005,2236
fpds_content_74.html,1232SA23P0075,P00003,,0,1232SA23Q0096,12H2,,,2025-02-13,2023-09-28,2024-09-29,2027-09-29,2023-08-11,2025-02-13 17:15:15,0.0,0.0,0.0,233686.0,233686.0,AGRICULTURAL RESEARCH SERVICE,1232SA,12H2,123K09,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,MD,,USA,BELTSVILLE,USA,,,,20705,1000
fpds_content_1032.html,72029424F00008,P00001,,0,,7200,0,7200,2025-01-16,2024-09-30,2028-09-28,2028-09-28,2024-09-28,2025-01-16 09:17:06,0.0,0.0,7075000.67,13075000.67,57000000.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720294,7200,720294,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,,,,,,,,XWB,WEST BANK,XWB,,,,,
fpds_content_296.html,75N91024F00114,P00001,,0,75N91024Q00129,7529,PA0021,4732,2025-01-31,2024-08-12,2025-01-23,2025-01-23,2024-06-18,2025-01-31 11:21:32,-11747.58,-11747.58,-11747.58,8391.1,8391.1,NATIONAL INSTITUTES OF HEALTH,75N910,7529,75N91A,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,,,,,,MD,,USA,BETHESDA,USA,,,,20817,7519
fpds_content_916.html,72065623F00001,P00002,,0,72065622R00008,7200,0,7200,2024-11-04,2022-11-04,2026-05-03,2028-10-14,2022-06-23,2024-11-07 15:42:01,-125973.4,-125973.4,431221.56,858602.11,858602.11,AGENCY FOR INTERNATIONAL DEVELOPMENT,720656,7200,720656,,,,,0,,0.0,0.0,0.0,,0,,,,,LOCAL A&E SERVICES,,,,,,,1,,C1JZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,,,,,,,,MOZ,MOZAMBIQUE,MOZ,,,,,
fpds_content_445.html,75D30123C15890,P00004,,0,75D301-23-R-72530,7523,,,2025-01-14,2023-01-09,2027-11-30,2027-11-30,2022-11-25,2025-01-14 08:46:02,829.78,829.78,829.78,622104.58,1084613.38,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,AK,,USA,ANCHORAGE,USA,,,,99515,3096
fpds_content_500.html,70RDA124FC0000073,P00001,,0,70RDA124Q00000081,7001,P00010,7001,2025-02-11,2024-09-18,2025-09-17,2025-09-17,2024-08-13,2025-02-12 19:25:22,0.0,0.0,0.0,405986.91,405986.91,OFFICE OF PROCUREMENT OPERATIONS,70RDA1,7057,70GSU1,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,,,,,,VA,,USA,ARLINGTON,USA,,,,22201,4446
fpds_content_150.html,1331L522P13350094,P24004,,0,,1301,,,2024-07-16,2022-07-20,2025-07-19,2026-07-19,2022-05-01,2024-07-16 09:56:12,0.0,176977.67,176977.67,510774.32,510774.32,OFFICE OF THE SECRETARY,1331L5,1335,1331K2,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,DC,,USA,WASHINGTON,USA,,,,20230,0003
fpds_content_853.html,31310022P0035,P00003,,0,,3100,,,2025-02-07,2022-10-01,2025-02-07,2025-02-07,,2025-02-07 13:20:38,0.0,0.0,0.0,102173.82,102173.82,NUCLEAR REGULATORY COMMISSION,313100,3100,313100,,,,,0,,0.0,0.0,0.0,,0,,,,,SUBSCRIPTIONS,,,,,,,1,,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,,,,,,VA,,USA,ARLINGTON,USA,,,,22209,3927
fpds_content_384.html,75D30124F20149,P00001,,0,,7523,PA0001,4732,2024-11-21,2024-09-25,2025-09-24,2029-09-24,2024-07-03,2024-12-06 15:19:02,0.0,0.0,0.0,533898.31,533898.31,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,GA,,USA,ATLANTA,USA,,,,30341,3717
fpds_content_1120.html,72065622D00009,0,,,72065620R00019,7200,,,2022-06-30,2022-06-30,,,2021-10-27,2022-06-30 06:17:31,0.0,0.0,0.0,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720656,7200,720656,,,,,0,,,,,,0,,,,,,,,,,,,,,Y1EZ,CONSTRUCTION OF OTHER INDUSTRIAL BUILDINGS,,,,,,,,,,,,,,,
fpds_content_1065.html,7200AA24M00017,P00001,,0,7200AA24Q00024,7200,0,4732,2024-11-21,2024-09-30,2030-03-29,2030-03-29,2024-07-19,2024-11-21 09:01:05,0.0,0.0,125000.0,130704.0,1260799.05,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,7200,7200AA,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U099,EDUCATION/TRAINING- OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20523,0003
fpds_content_691.html,2032H323F00107,P00001,,0,,2001,P00005,2001,2025-01-24,2023-08-02,2024-08-01,2024-08-01,,2025-01-24 16:22:24,0.0,0.0,0.0,139921.6,139921.6,DEPARTMENTAL OFFICES,2032H3,2001,2031KV,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20220,0006
fpds_content_23.html,12318722F0602,P00005,,0,,12C2,0,12C2,2025-01-31,2022-09-14,2025-01-30,2025-01-30,,2025-01-31 22:04:56,0.0,0.0,0.0,279675.8,279675.8,FOREST SERVICE,123187,12C2,123187,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,F018,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION),,,,,,DC,,USA,WASHINGTON,USA,,,,20090,8521
fpds_content_412.html,75P00124C00048,0,,0,75P00124R00042,7570,,,2024-09-30,2024-09-30,2025-09-29,2025-09-29,2024-08-02,2024-09-30 17:11:01,1914290.35,1914290.35,1914290.35,0.0,0.0,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),75P001,7570,75P001,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,PA,,USA,PHILADELPHIA,USA,,,,19107,2476
fpds_content_941.html,72HCTM24PC00047,0,,0,,7200,,,2024-09-26,2024-09-27,2025-09-25,2025-09-25,,2024-11-21 14:00:05,24859.81,24859.81,24859.81,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,72HCTM,7200,72000M,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U009,EDUCATION/TRAINING- GENERAL,,,,,,DC,,USA,WASHINGTON,USA,,,,20523,0004
fpds_content_804.html,47QPCA22F0042,P00004,,0,47QPCA22Q0045,4732,PA0035,4732,2024-10-21,2022-09-26,2026-03-25,2026-03-25,2022-08-24,2024-10-21 11:21:28,0.0,0.0,0.0,9400075.83,9400075.83,FEDERAL ACQUISITION SERVICE,47QPCA,4732,47QPCE,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,VA,,USA,ARLINGTON,USA,,,,22202,3289
fpds_content_107.html,1333BJ20F00275001,P25008,,0,,1344,PS2687,4732,2025-02-06,2020-06-26,2025-06-25,2025-06-25,2020-05-18,2025-02-19 15:58:08,0.0,0.0,0.0,508762.73,508762.73,US PATENT AND TRADEMARK OFFICE,1333BJ,1344,1333BJ,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R701,SUPPORT- MANAGEMENT: ADVERTISING,,,,,,VA,,USA,ALEXANDRIA,USA,,,,22314,6121
fpds_content_557.html,1605C323C0009,P00002,,0,1605C3-23-Q-00054,1605,,,2025-02-13,2023-06-29,2025-06-30,2028-06-30,2023-06-21,2025-02-13 17:14:01,0.0,0.0,0.0,180430.0,180430.0,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,1605C3,1605,160501,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7630,NEWSPAPERS AND PERIODICALS,,,,,,AL,,USA,BIRMINGHAM,USA,,,,35283,0018
fpds_content_238.html,91990019F0025,P00028,,0,91990019Q0010,9100,0,4732,2025-02-12,2019-06-27,2025-02-10,2025-02-10,,2025-02-12 10:48:09,0.0,0.0,0.0,41575147.0,60593753.0,"EDUCATION, DEPARTMENT OF",919900,9100,910039,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,B542,SPECIAL STUDIES/ANALYSIS- EDUCATIONAL,,,,,,MD,,USA,ROCKVILLE,USA,,,,20850,3129
fpds_content_668.html,2032H324P00006,P00002,,0,2032H324Q00005,2001,,,2025-02-05,2024-06-01,2025-02-05,2025-02-05,2023-11-13,2025-02-05 18:32:47,0.0,0.0,0.0,20982.19,20982.19,DEPARTMENTAL OFFICES,2032H3,2001,2031KY,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,DH10,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",,,,,,DC,,USA,WASHINGTON,USA,,,,20220,0001
fpds_content_392.html,75D30124P18349,P00001,,0,75D301-24-Q-77370,7523,,,2024-11-07,2023-10-31,2025-11-14,2025-11-14,,2024-11-07 13:52:28,0.0,75475.2,75475.2,148742.4,148742.4,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,OH,,USA,BRECKSVILLE,USA,,,,44141,3377
fpds_content_35.html,12FPC424F0050,P00001,,0,,12D0,0,12D0,2025-01-30,2024-06-01,2025-01-29,2025-01-29,,2025-01-30 11:02:19,0.0,0.0,0.0,100000.0,100000.0,FARM PRODUCTION AND CONSERVATION BUSINESS CENTER,12FPC4,12D4,126262,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R710,SUPPORT- MANAGEMENT: FINANCIAL,,,,,,CA,,USA,IRVINE,USA,,,,92618,2313
fpds_content_687.html,2031ZA20A00019,P00008,,,,2041,PA0048,4732,2025-01-24,2020-09-30,,,,2025-01-24 15:01:30,0.0,0.0,0.0,0.0,0.0,BUREAU OF ENGRAVING AND PRINTING,2031ZA,2041,2031ZA,,,,,0,,,,,,0,,,,,,,,,,,,,,U009,EDUCATION/TRAINING- GENERAL,,,,,,,,,,,,,,,
fpds_content_1073.html,72068823C00002,P00007,,0,72068822r00002,7200,,,2024-12-30,2022-11-10,2027-11-30,2027-11-30,2022-03-15,2024-12-30 14:02:32,0.0,0.0,125000.0,14151862.98,21517786.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720688,7200,720688,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,,,MLI,MALI,USA,,,,,
fpds_content_957.html,72049224PC00014,0,,0,,7200,,,2024-09-18,2024-09-18,2025-09-30,2025-09-30,,2024-09-19 01:28:53,20025.0,20025.0,20025.0,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720492,7200,720492,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R799,SUPPORT- MANAGEMENT: OTHER,,,,,,,,PHL,PHILIPPINES,USA,,,,,
fpds_content_404.html,75D30124F00010,0,,0,75D301-24-Q-77919,7523,0,7523,2024-07-22,2024-07-22,2025-07-30,2027-07-21,,2024-07-23 07:55:16,16312459.2,5224444.8,435370.4,0.0,0.0,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,,,,,,VA,,USA,CHESAPEAKE,USA,,,,23320,5209
fpds_content_541.html,86614924F00026,0,,0,,8600,0,8600,2024-09-03,2024-09-16,2025-09-15,2025-09-15,2024-06-20,2024-09-03 12:14:36,739301.42,739301.42,739301.42,0.0,0.0,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",866149,8600,866409,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,,,,,,DC,,USA,WASHINGTON,USA,,,,20004,2203
fpds_content_111.html,1305M323FNRMA0027,P25001,,0,,1330,0,1330,2025-02-06,2024-03-01,2025-02-05,2025-02-05,2023-02-09,2025-02-06 12:18:18,0.0,0.0,0.0,439282.0,439282.0,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M3,1330,1333CD,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20418,0007
fpds_content_812.html,47QPCA24F0066,P00001,,0,47QPCA24Q0071,4732,P00004,4732,2024-12-12,2024-09-23,2025-03-22,2025-09-22,2024-08-02,2024-12-12 14:36:59,0.0,0.0,24887.2,145142.4,145142.4,FEDERAL ACQUISITION SERVICE,47QPCA,4732,47QPCH,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20405,0002
fpds_content_795.html,47HAA024F0022,0,,0,,4773,PS0006,4773,2024-01-25,2024-02-01,2025-01-31,2025-01-31,2024-01-04,2024-04-18 17:07:04,353684.89,351714.07,351714.07,0.0,0.0,OFFICE OF ADMINISTRATIVE SERVICES,47HAA0,4770,47CN00,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,DC,,USA,WASHINGTON,USA,,,,20405,0001
fpds_content_280.html,89243324PFE000740,P00001,,0,,8900,,,2025-02-06,2024-03-25,2025-03-31,2025-03-31,,2025-02-06 11:50:35,0.0,0.0,0.0,17625.0,17625.0,"ENERGY, DEPARTMENT OF",892433,8900,892404,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7610,BOOKS AND PAMPHLETS,,,,,,WV,,USA,MORGANTOWN,USA,,,,26505,2353
fpds_content_1024.html,72011722F00002,P00004,,0,72011721R00004,7200,0,7200,2024-04-25,2022-03-03,2026-09-30,2026-09-30,2021-08-17,2024-04-25 05:01:12,85000000.0,85000000.0,50000000.0,90749052.63,144785130.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720117,7200,720117,,,,,0,,0.0,0.0,0.0,,0,,,,,ENERGY IDIQ,,,,,,,1,,L099,TECHNICAL REPRESENTATIVE- MISCELLANEOUS,,,,,,,,MDA,MOLDOVA,MDA,,,,117720,
fpds_content_62.html,12FPC224C0002,P00002,,0,,12D0,,,2025-02-12,2024-04-30,2025-04-29,2027-04-29,2024-04-18,2025-02-12 14:43:07,0.0,0.0,0.0,454733.33,454733.33,FARM PRODUCTION AND CONSERVATION BUSINESS CENTER,12FPC2,12D2,12361E,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),,,,,,AL,,USA,BIRMINGHAM,USA,,,,35203,1873
fpds_content_453.html,75D30123F17296,P00002,,0,75D301-23-Q-76077,7523,0,7523,2024-08-06,2023-09-30,2025-09-29,2027-09-29,2023-04-18,2024-08-06 09:52:57,0.0,357462.16,357462.16,768643.34,768643.34,CENTERS FOR DISEASE CONTROL AND PREVENTION,75D301,7523,75D301,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,VA,,USA,ARLINGTON,USA,,,,22209,1742
fpds_content_900.html,72026324P00099,0,,0,,7200,,,2024-09-24,2024-09-24,2025-01-30,2025-01-30,,2024-09-24 11:35:44,27020.0,27020.0,27020.0,0.0,0.0,AGENCY FOR INTERNATIONAL DEVELOPMENT,720263,7200,720263,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,7110,OFFICE FURNITURE,,,,,,,,EGY,EGYPT,USA,,,,,
fpds_content_845.html,1305M225F0076,0,,0,1305M224R0014,1330,0,1330,2025-01-17,2025-03-01,2026-02-28,2030-02-28,2024-12-03,2025-01-21 16:18:40,609192.54,101365.38,101365.38,0.0,0.0,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M2,1330,1333BZ,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,U099,EDUCATION/TRAINING- OTHER,,,,,,IL,,USA,CHICAGO,USA,,,,60611,1445
fpds_content_146.html,1305M223FNCNS0211,P24003,,0,,1330,P23009,1330,2024-07-18,2023-09-15,2024-09-14,2025-09-14,2023-04-19,2024-07-18 10:52:23,0.0,5752529.6,1365433.45,4887705.06,10611986.4,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1305M2,1330,1333BZ,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R499,SUPPORT- PROFESSIONAL: OTHER,,,,,,VA,,USA,FAIRFAX,USA,,,,22030,2454
fpds_content_516.html,86615719C00006,P00019,,0,86543G19R00003,8600,,,2025-02-10,2019-09-30,2025-02-10,2025-03-31,2018-05-14,2025-02-10 17:04:59,0.0,0.0,0.0,8992469.31,8992469.31,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",866157,8600,865937,,,,,0,,0.0,0.0,0.0,,0,,,,,,,,,,,,1,,R799,SUPPORT- MANAGEMENT: OTHER,,,,,,MD,,USA,RIVERDALE,USA,,,,20737,1333
